Date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
20011217,0.010342,0.016981,-999,-0.00239,0.013726,0.015198,0.019168,0.025455,-999,0.00442,0.00947,0.010905
20011218,0.005949,0.03154,-999,0.013179,0.009284,0.023952,0.004002,-0.005516,-999,0.009168,0.014634,0.010428
20011219,0.007045,-0.017986,-999,0.022862,0.019548,0.009503,-0.014348,0.012282,-999,0.021439,-0.005178,0.004982
20011220,-0.009845,-0.009615,-999,-0.004624,-0.004135,-0.005793,-0.034371,0.001566,-999,-0.00498,-0.012268,-0.00602
20011221,0.006042,-0.002998,-999,0.006799,-0.006967,0.015125,0.0134,0.010161,-999,-0.006981,-0.00161,0.014402
20011224,-0.001914,0.001866,-999,0.016602,-0.000764,0.00108,-0.003719,-0.000116,-999,0.007983,0.004532,0.003517
20011226,0.005491,-0.007452,-999,0.017471,0.004585,0.003597,0.00788,0.002446,-999,-0.00108,0.007519,0.009464
20011227,0.006068,0.010324,-999,0.003359,-0.000761,-0.000358,0.008642,-0.006197,-999,0.013333,0.011194,0.001042
20011228,-0.000517,0.007431,-999,0.004464,0.010658,0.005737,0.00204,-0.004287,-999,-0.003556,0.009963,0.007284
20011231,-0.014655,-0.012448,-999,-0.011111,-0.009416,-0.012478,-0.022801,-0.005871,-999,0.000357,-0.015345,-0.015152
20020102,0.010761,0.00747,-999,-0.007491,-0.001141,0,0.025,-0.003543,-999,0.01427,0.008534,0.003147
20020103,0.011339,0.018536,-999,-0.006038,0.006852,-0.000361,0.043902,-0.003161,-999,0.005276,0.004415,-0.003137
20020104,0.006676,0.019108,-999,0.004556,0.013232,0.000361,0.006231,-0.002774,-999,-0.004549,0.011722,0.016434
20020107,-0.007057,0,-999,-0.000378,-0.002612,-0.006859,-0.010836,-0.007552,-999,0.001054,0.001086,-0.005848
20020108,-0.002312,-0.016964,-999,-0.008696,-0.013842,-0.002908,0.007434,-0.005206,-999,-0.012289,0.005425,0.00346
20020109,-0.008153,-0.005904,-999,0.001144,0.005311,-0.005468,-0.007767,0.003623,-999,-0.008887,-0.005396,-0.013793
20020110,0.004413,-0.017359,-999,-0.007619,-0.003774,-0.010264,-0.008219,0.001604,-999,0.007891,0.002893,0.006993
20020111,-0.009821,-0.012087,-999,-0.019194,-0.005682,-0.016296,-0.009471,0.002403,-999,-0.009609,-0.006491,-0.01875
20020114,-0.006264,-0.032941,-999,-0.012133,-0.007619,-0.011295,-0.015538,0.00799,-999,0.009342,-0.007259,-0.007431
20020115,0.008142,0.004866,-999,0.016244,0.021881,0.001142,0.006475,0.001189,-999,0.000356,0.012431,0.006417
20020116,-0.020234,-0.023729,-999,-0.020663,-0.012397,-0.033853,-0.024528,-0.009501,-999,-0.00427,-0.024558,-0.017003
20020117,0.007534,0.004464,-999,-0.000398,0.009509,0.004331,0.024732,0.009193,-999,-0.010007,0.006294,0.011892
20020118,-0.004575,-0.008889,-999,-0.008363,-0.003768,0.006664,-0.033387,-0.00396,-999,-0.001805,-0.007726,-0.002849
20020122,-0.006893,0.007474,-999,-0.007229,-0.003404,0.005841,-0.035789,0.011133,-999,-0.0217,-0.002595,0.006429
20020123,0.007653,0.01632,-999,0.028317,0.004554,-0.005033,0.015106,0.003539,-999,0.014787,-0.003717,0.021647
20020124,0.003091,0.020438,-999,0.013769,0.001133,0.008949,0.014881,-0.014498,-999,-0.002186,0.008209,0.000347
20020125,-0.000264,0.029566,-999,0.010865,0.006415,0.013884,-0.00377,-0.001988,-999,-0.006207,0.00111,-0.010417
20020128,0.00273,-0.000926,-999,-0.015355,-0.010124,-0.000761,0.007149,0,-999,0,0.001848,0.017193
20020129,-0.031442,-0.012981,-999,-0.02729,-0.043561,-0.038066,-0.035491,-0.012351,-999,-0.012858,-0.018819,-0.021042
20020130,0.014418,0.007985,-999,0.008016,0.012673,0.01108,0.012987,0.012102,-999,-0.001117,-0.004137,0.02537
20020131,0.01171,0.021435,-999,0.023857,0.016817,0.015656,0.01453,0.00558,-999,0.006706,0.010196,0.01512
20020201,-0.004683,-0.004562,-999,0.005437,-0.012308,-0.007707,-0.018534,0.000793,-999,0.002221,-0.001869,-0.010156
20020204,-0.024856,-0.009166,-999,-0.026651,-0.036215,-0.044272,-0.028326,-0.010693,-999,-0.01034,-0.019101,-0.016758
20020205,-0.00619,-0.012951,-999,-0.006746,0,-0.013816,-0.015459,0.011609,-999,-0.013433,0.005346,-0.001044
20020206,-0.004305,0.002812,-999,0.006792,-0.014141,0.007417,-0.005832,-0.004749,-999,-0.020045,-0.005317,-0.008008
20020207,-0.006256,-0.002336,-999,-0.011508,0.009426,0.011861,-0.014892,-0.010736,-999,0.01428,0.019473,-0.011934
20020208,0.019163,0.020141,-999,0.01124,0.026391,0.006063,0.01924,0.002412,-999,0.005327,0.020599,0.008881
20020211,0.012263,0.027089,-999,0.0131,0.008703,0.021695,0.022472,0.016038,-999,0.006813,0.009174,0.02993
20020212,-0.003141,-0.006705,-999,-0.004702,-0.011373,-0.008651,-0.016264,-0.000395,-999,0,-0.009091,-0.008547
20020213,0.010622,0.010801,-999,0.005905,0.02023,0.01071,0.016086,0.006317,-999,0.006015,0.016514,0.014828
20020214,-0.00187,-0.002226,-999,0.008219,-0.001944,0.003532,-0.010554,0,-999,0.002242,0.002888,0.003738
20020215,-0.010441,0.004016,-999,0.000776,-0.015582,-0.00704,-0.028889,0.000392,-999,-0.001864,-0.015479,-0.01151
20020219,-0.019208,-0.019111,-999,-0.008922,-0.027305,-0.002757,-0.03524,-0.012549,-999,-0.017183,-0.016453,-0.011644
20020220,0.016826,0.014499,-999,-0.003131,0.018714,0.014613,0.012334,0.020254,-999,0.012543,0.024164,0.019751
20020221,-0.020707,0.009379,-999,0.011779,-0.011582,-0.003893,-0.046392,-0.012456,-999,-0.019895,-0.007259,-0.009514
20020222,0.012373,0.00885,-999,0.027551,-0.006061,0.009769,0.006388,0.016555,-999,0.013788,0.009141,0.001372
20020225,0.016509,0.005263,-999,0.01435,0.02561,0.026316,0.033691,0.001551,-999,0.011334,0.017391,0.016787
20020226,-0.002064,0.001745,-999,-0.005212,-0.000793,0.003771,-0.006141,-0.000387,-999,-0.001121,-0.002849,0.010782
20020227,0.003866,0.005662,-999,-0.000748,0.010313,0.012021,-0.007129,0.001162,-999,0.006731,-0.003571,-0.001667
20020228,-0.004478,-0.000433,-999,-0.002622,0.003141,-0.012621,-0.011201,-0.003482,-999,0.001857,0.002867,-0.008347
20020301,0.023302,0.014731,-999,0.01427,0.013699,0.023308,0.050058,0.019022,-999,0.021505,0.018942,0.009428
20020304,0.017672,0.027327,-999,0.021844,0.033977,0.034166,0.036422,0.000381,-999,0.011978,0.010172,0.01501
20020305,-0.003197,-0.028678,-999,0.000362,0.000747,-0.012433,0.003114,-0.017517,-999,-0.000717,-0.001389,-0.029247
20020306,0.011874,0.0184,-999,0.019196,0.016791,0.030216,0.009756,0.00814,-999,0.021177,0.013908,0.013879
20020307,-0.002141,-0.006723,-999,0.007463,-0.008807,-0.011872,-0.003513,-0.000384,-999,-0.005975,-0.007545,0.007679
20020308,0.004206,-0.00423,-999,-0.004586,0.004443,0.006714,0.026443,-0.003462,-999,-0.002829,0.010366,0.005633
20020311,0.002137,-0.001274,-999,0.010631,0.005898,0.002106,0.003006,0,-999,0.003191,-0.004788,-0.004613
20020312,-0.000597,0.001701,-999,0.008766,0.000366,-0.002102,-0.021404,-0.000386,-999,-0.010251,-0.003436,0.001986
20020313,-0.009644,-0.012739,-999,-0.006604,-0.009158,-0.013689,-0.026247,0.007722,-999,0,-0.003448,-0.002313
20020314,-0.001379,0.013763,-999,-0.00035,0.002588,0.001068,-0.01168,-0.002682,-999,-0.003571,0.00692,0
20020315,0.009501,0.009297,-999,0.007204,0.020999,0.000765,0.007273,0.018234,-999,0.008379,0.0183,0.012837
20020318,0.000171,0.003796,-999,0.007671,-0.002174,-0.003919,0.003159,-0.003027,-999,0.004658,0.008778,0.000327
20020319,0.006686,0.009244,-999,0.012111,-0.000363,0.01073,0.004049,0.003795,-999,0.004636,-0.001004,0.004254
20020320,-0.018817,-0.00458,-999,-0.010598,-0.015619,-0.01097,-0.030466,-0.01966,-999,-0.006035,0.000335,-0.00391
20020321,0.000434,-0.016311,-999,0.005529,0.000369,-0.020036,0.019871,0.007713,-999,0.010714,-0.006363,-0.01243
20020322,-0.002168,-0.008078,-999,-0.023368,-0.000369,-0.005842,-0.014499,0.001148,-999,-0.011661,-0.005393,-0.004637
20020325,-0.01243,-0.012859,-999,-0.009148,-0.015867,-0.015791,-0.022529,-0.009939,-999,0.00143,-0.01491,-0.018303
20020326,0.005809,0.018671,-999,0.008168,0.012373,0.006343,0.007526,0.007722,-999,-0.005355,-0.005848,0.013559
20020327,0.002625,0.020887,-999,0.023248,0.012963,0.006674,-0.000467,-0.003065,-999,0.002513,0.014879,0.006689
20020328,-0.000436,-0.010021,-999,-0.005508,-0.007313,0.003315,0.012144,0.003075,-999,0.008951,0.008865,-0.001993
20020401,0.000437,-0.005483,-999,0.006923,-0.001842,-0.000367,0.011075,-0.001916,-999,-0.010291,-0.009125,-0.018642
20020402,-0.005499,-0.004241,-999,0.012375,0.00369,-0.009548,-0.02921,-0.00691,-999,0.005737,-0.005798,-0.017978
20020403,-0.007021,-0.014055,-999,-0.021732,-0.014706,-0.013719,-0.015515,0.000773,-999,0,-0.013036,-0.007599
20020404,-0.004154,-0.012527,-999,-0.018049,0.008955,0.007895,0.004298,-0.011587,-999,0.001426,0.014251,0.013575
20020405,0.000178,0.013561,-999,-0.011311,0.004808,0.004476,-0.015692,-0.008206,-999,-0.00534,0.011995,0.006181
20020408,0.00213,0.004316,-999,0.015374,0.002944,0.007798,-0.004831,0.003152,-999,-0.007158,0.004064,0.015017
20020409,-0.006995,-0.000859,-999,-0.014437,0.006239,-0.000737,-0.025243,-0.000785,-999,-0.021269,0.001349,0.007061
20020410,0.011325,0.021505,-999,0.011433,0.003647,0.02323,0.002988,0.016509,-999,0.020994,0.009094,0.011686
20020411,-0.024866,-0.011368,-999,-0.010244,-0.024709,-0.032072,-0.033267,-0.013534,-999,-0.029942,-0.016689,-0.015181
20020412,0.007505,-0.005111,-999,-0.032834,0.012668,-0.001489,0.016949,0.005488,-999,0.006694,0.003394,0.020442
20020415,-0.007629,-0.002569,-999,0.019557,-0.012877,-0.01044,0.002525,-0.00078,-999,-0.015515,-0.000677,-0.015107
20020416,0.023786,0.017597,-999,0.01882,0.020499,0.017709,0.04534,0.010535,-999,0.02439,0.00677,0.014672
20020417,-0.00212,0.004639,-999,0.012433,0.002557,-0.007034,0.003855,-0.014672,-999,0.005128,0.002354,-0.010187
20020418,-0.004338,-0.010915,-999,0.004912,-0.003643,-0.007457,-0.010562,0.010188,-999,-0.002551,0.010399,-0.00664
20020419,0.003645,0.001698,-999,0.004539,0.001828,-0.005635,-0.002911,0.001939,-999,-0.008769,0.007968,0.004345
20020422,-0.016655,-0.025,-999,-0.009732,-0.013504,-0.015867,-0.024817,-0.005807,-999,-0.015112,-0.004611,-0.009651
20020423,-0.004324,-0.012169,-999,-0.002457,-0.00481,-0.001919,-0.020459,-0.008178,-999,0.004865,-0.00728,0.00168
20020424,-0.010043,-0.006159,-999,-0.017945,-0.00632,-0.008462,-0.015283,-0.004319,-999,0.002607,0.006667,-0.008722
20020425,0.000548,-0.002213,-999,0.007166,-0.009353,-0.012025,0.006725,0.003155,-999,-0.006686,0.00298,0.002707
20020426,-0.019001,0.003106,-999,-0.011028,-0.003776,-0.010208,-0.033916,-0.006289,-999,-0.016081,-0.016177,-0.006075
20020429,-0.004935,-0.016807,-999,-0.006475,-0.008719,-0.021817,-0.006383,-0.010285,-999,-0.014823,-0.022819,-0.010866
20020430,0.009358,0.016194,-999,0.008327,0.011855,0.028386,0.019807,0.004396,-999,0.021219,0.009959,0.002403
20020501,0.012238,0.001328,-999,0.006104,0.006803,0.003155,-0.008399,0.014326,-999,0.009445,0.018021,0.005479
20020502,-0.003847,0.021662,-999,0.007495,0.00976,0.003538,-0.02541,0,-999,-0.006362,-0.00334,0.009196
20020503,-0.01085,0.006491,-999,0.003542,-0.004833,0.000392,-0.0239,-0.009415,-999,-0.00565,-0.006367,-0.0135
20020506,-0.019613,-0.006019,-999,-0.034239,-0.02316,-0.028191,-0.028381,-0.007129,-999,-0.005303,-0.018887,-0.018132
20020507,-0.003508,0.007785,-999,-0.004752,-0.004589,0.000806,0,-0.013961,-999,-0.009901,0.002063,0.014634
20020508,0.037203,0.01073,-999,0.020933,0.029581,0.041465,0.103666,0.018204,-999,0.014231,0.022298,0.014766
20020509,-0.011559,0.000849,-999,-0.008993,-0.01194,-0.017008,-0.032693,-0.01033,-999,-0.008343,-0.011409,-0.015228
20020510,-0.01884,-0.003394,-999,-0.000726,-0.01284,-0.014943,-0.034335,-0.002007,-999,-0.022945,-0.013238,-0.016495
20020513,0.020337,0.007237,-999,0.019252,0.01798,0.006387,0.039444,0.010056,-999,0.012133,0.011696,0.010832
20020514,0.021785,0.015216,-999,0.002851,0.015408,0.022213,0.048103,0.003982,-999,0.015081,0.018021,0.035603
20020515,-0.003901,0.002498,-999,-0.016702,-0.004811,0.00388,-0.00306,-0.014677,-999,-0.005333,0.008684,-0.006008
20020516,0.005192,-0.003322,-999,0.011565,0.0119,0.006185,0.014834,0.001208,-999,0.00383,0.002649,0.007387
20020517,0.004893,0.004583,-999,-0.008217,0.00441,0.008836,0.00504,0.011661,-999,-0.009538,-0.00033,0.008333
20020520,-0.010821,-0.004977,-999,-0.006844,-0.017197,-0.007997,-0.026078,-0.004769,-999,0.005393,-0.00892,-0.003306
20020521,-0.009116,-0.001667,-999,0.000725,-0.009308,-0.015355,-0.024717,-0.008387,-999,0.00728,-0.008667,-0.024876
20020522,0.002208,0.00334,-999,0.016673,0.001879,0.004289,0.012144,0.00886,-999,0.017877,-0.006052,-0.004422
20020523,0.010648,0.01623,-999,0.008556,0.010878,0.018634,0.007825,0.003194,-999,0.017937,0.009134,0.009566
20020524,-0.012807,-0.013514,-999,-0.010958,-0.006679,-0.011052,-0.021739,-0.01154,-999,-0.010279,-0.004023,-0.007783
20020528,-0.005428,-0.005812,-999,-0.007863,-0.010459,-0.011175,-0.008995,-0.003623,-999,0.007047,-0.00101,-0.015689
20020529,-0.007401,-0.006681,-999,-0.009366,-0.000378,-0.011302,-0.018687,0.003232,-999,-0.016575,-0.000674,-0.002079
20020530,-0.002796,-0.008827,-999,-0.019273,-0.004154,-0.004336,0.004897,-0.00443,-999,-0.009363,-0.002023,-0.008681
20020531,0.002056,0.005513,-999,0.014461,0.000379,0.008314,-0.01137,0.005259,-999,-0.007561,0.007432,0.017513
20020603,-0.026581,-0.015605,-999,-0.031433,-0.019712,-0.037691,-0.029573,-0.022938,-999,-0.022857,-0.017103,-0.026506
20020604,0.002491,-0.005141,-999,0,-0.006574,-0.00816,0.014108,-0.001236,-999,0.003509,-0.002388,-0.005658
20020605,0.009366,0.007752,-999,-0.003774,0.009731,0.016865,0.012243,0.011546,-999,-0.003885,0.00855,0.020626
20020606,-0.020358,-0.015385,-999,-0.010606,-0.021588,-0.023867,-0.024189,-0.022422,-999,-0.029251,-0.013564,-0.015679
20020607,-0.00116,0.000434,-999,0.010337,0.003152,0,-0.021972,0,-999,0.011651,0.007219,0.001062
20020610,0.003871,0.002169,-999,-0.018568,0.005499,0.007874,-0.009217,0.011259,-999,0.003574,0.002048,0.016619
20020611,-0.017158,-0.011255,-999,-0.015058,-0.017578,-0.011924,-0.022093,-0.026804,-999,-0.016621,-0.007493,-0.005217
20020612,0.006081,0.008319,-999,0.014112,0.005567,-0.000416,0.020214,-0.000847,-999,0.020523,-0.02059,0.008392
20020613,-0.010041,-0.017803,-999,-0.00116,-0.023329,-0.002498,-0.0169,-0.002969,-999,-0.001183,-0.01822,-0.022885
20020614,-0.001477,0.000442,-999,-0.001161,0.009312,-0.005008,-0.001778,0.004254,-999,-0.012633,-0.007495,-0.006388
20020617,0.026824,0.01635,-999,0.025959,0.044926,0.028104,0.033848,0.01906,-999,0.022391,0.028047,0.026429
20020618,0.008164,0.004348,-999,-0.004909,0.001919,0.009384,-0.010913,-0.002494,-999,0.007431,0.004547,-0.003132
20020619,-0.02334,-0.002165,-999,-0.009867,-0.009579,-0.00768,-0.039489,-0.00375,-999,-0.027562,-0.003482,-0.004188
20020620,-0.012778,0.000868,-999,-0.001916,-0.020116,-0.007739,-0.022975,-0.008783,-999,-0.011976,-0.026555,-0.014721
20020621,-0.015578,-0.012374,-999,-0.006306,-0.010991,-0.025099,-0.028465,-0.026913,-999,0.00351,-0.020943,-0.015632
20020624,0.005238,0.000882,-999,0.008943,0.002807,0.01393,0.017197,-0.010004,-999,-0.016667,0.007701,0.010862
20020625,-0.022445,0.006611,-999,-0.004239,-0.009596,-0.021232,-0.03444,-0.02065,-999,-0.006614,-0.015648,-0.016834
20020626,0.00164,-0.008757,-999,0.000387,-0.018975,-0.000425,0.000649,-0.001795,-999,-0.010404,0.016636,-0.009107
20020627,0.017499,0.007951,-999,0.005029,0.021399,0.015745,0.026572,0.00764,-999,-0.000841,0.025455,0.005882
20020628,-0.004727,0.016214,-999,0.008468,0.012893,-0.000838,-0.001263,-0.007583,-999,0.020623,-0.01844,0.00402
20020701,-0.019503,-0.006037,-999,-0.009542,-0.020684,-0.022222,-0.042351,0.009888,-999,-0.020619,-0.041908,-0.030215
20020702,-0.021231,-0.019957,-999,-0.019653,-0.01381,-0.015437,-0.029703,-0.006676,-999,-0.021053,-0.022624,-0.013889
20020703,0.005686,-0.009739,-999,0.006289,-0.01112,0.001307,0.036735,-0.00672,-999,-0.006021,0.001543,0.012943
20020705,0.039786,0.025481,-999,0.023438,0.038317,0.041322,0.053806,0.013081,-999,0.011683,0.033513,0.039459
20020708,-0.012486,0.002615,-999,-0.012214,-0.005215,-0.016708,-0.029888,-0.001781,-999,-0.012831,-0.0123,-0.013738
20020709,-0.025186,-0.010435,-999,-0.012365,-0.02621,-0.025064,-0.014762,-0.016503,-999,-0.02643,-0.04566,-0.022727
20020710,-0.036402,-0.029438,-999,-0.042645,-0.031884,-0.024401,-0.02671,-0.020408,-999,-0.05652,-0.046263,-0.032633
20020711,0.008142,-0.014939,-999,-0.019207,0.013687,0.00134,0.036814,-0.016667,-999,0.034906,0.019071,-0.000776
20020712,-0.010983,-0.01011,-999,-0.017917,-0.014768,-0.003122,-0.004519,-0.021186,-999,-0.037375,0.013019,-0.012806
20020715,0.005335,-0.022748,-999,-0.022062,0,-0.007606,0.019455,-0.01443,-999,0.015625,-0.018072,-0.01533
20020716,-0.019277,-0.018052,-999,-0.015184,-0.020129,-0.020739,-0.01145,-0.015617,-999,-0.029371,-0.006953,-0.027146
20020717,0.001988,0.007257,-999,0.011013,-0.006119,0.011971,0.007078,0.004462,-999,-0.018732,0.021829,-0.005334
20020718,-0.0324,-0.01489,-999,-0.006536,-0.034741,-0.029117,-0.021086,-0.022705,-999,-0.023495,-0.047158,-0.016502
20020719,-0.035194,-0.044369,-999,-0.061403,-0.021412,-0.030928,-0.031332,-0.046465,-999,-0.05614,-0.041032,-0.048658
20020722,-0.029631,-0.046429,-999,-0.061215,-0.033985,-0.031915,-0.052561,0.008475,-999,-0.024429,-0.008381,-0.016314
20020723,-0.027372,-0.006421,-999,-0.014435,-0.056867,-0.022478,-0.049787,0.004727,-999,-0.077844,-0.018683,-0.016136
20020724,0.059662,0.059774,-999,0.066162,0.060296,0.053654,0.051647,0.051229,-999,0.089138,0.064823,0.05877
20020725,-0.008499,0.027439,-999,-0.004263,-0.007229,0.00097,-0.059786,0.012432,-999,0.02981,0.034057,-0.016351
20020726,0.019048,0.004451,-999,0.013321,0.030582,0.015988,0.013626,0.00442,-999,-0.013158,0.022231,0.011811
20020729,0.048715,0.049729,-999,0.057747,0.066886,0.06247,0.058999,0.028851,-999,0.016,0.044704,0.054907
20020730,0.013033,-0.037523,-999,-0.015535,0.002208,0.01167,0.015515,-0.009981,-999,0.081365,0.007325,-0.003689
20020731,0.002419,0.001949,-999,0.017583,0.015418,-0.001775,-0.005556,0.022564,-999,0.003883,0.028703,-0.004936
20020801,-0.026108,-0.006323,-999,-0.058928,-0.024729,-0.022222,-0.043994,-0.00939,-999,-0.014507,-0.027902,-0.030591
20020802,-0.022415,-0.042095,-999,-0.011299,-0.025356,-0.036364,-0.021183,-0.001896,-999,-0.019627,-0.008037,-0.04435
20020805,-0.034797,-0.034236,-999,-0.037143,-0.039252,-0.033019,-0.043284,-0.01377,-999,-0.017518,-0.042824,-0.023204
20020806,0.033664,0.042328,-999,0.036103,0.032779,0.034146,0.042122,0.000963,-999,0.041263,0.024587,0.029694
20020807,0.017439,0.024873,-999,0.01432,0.01288,0.025,0.017964,0.023088,-999,0.007339,0.033438,0.014197
20020808,0.03235,0.020307,-999,0.042353,0.052225,0.028992,0.036765,0.023037,-999,0.018456,0.037305,0.013123
20020809,0.003738,0.01165,-999,0.018059,0.008632,0.007603,-0.003546,0.004596,-999,0.002384,-0.001468,0.003886
20020812,-0.007339,-0.004798,-999,-0.002217,-0.011125,-0.01154,-0.009253,-0.003202,-999,0.017126,0.00147,-0.014194
20020813,-0.018208,-0.016393,-999,-0.015111,-0.023799,-0.02335,-0.02227,-0.009637,-999,-0.027596,-0.023853,-0.011344
20020814,0.036529,0.012745,-999,0.03926,0.039894,0.021609,0.061719,0.032901,-999,0.030303,0.025188,0.054722
20020815,0.01388,-0.000484,-999,0.028224,0.012362,0.008101,0.013841,-0.008973,-999,0.001867,0.006967,0.041004
20020816,-0.002995,-0.017918,-999,-0.016047,-0.007158,-0.000893,0.023891,-0.004527,-999,-0.015843,-0.008012,-0.001206
20020819,0.023386,0.02071,-999,0.008155,0.025445,0.023682,0.036667,0.007731,-999,0.015625,0.01395,0.02334
20020820,-0.010587,-0.016425,-999,-0.025117,-0.013648,-0.004801,-0.028296,-0.004513,-999,-0.002797,-0.012672,-0.007078
20020821,0.014408,0.012279,-999,0.002183,0.002096,0.00307,0.031105,-0.00136,-999,0.030856,0.016868,0.016634
20020822,0.009713,0.010189,-999,0.028322,0.011716,0.014429,0.011553,0.004993,-999,0.020408,0.031374,0.015193
20020823,-0.021514,-0.013929,-999,-0.016102,-0.021092,-0.023276,-0.036168,-0.015808,-999,-0.015556,-0.025874,-0.027629
20020826,0.006977,0.011203,-999,0.013351,0.014787,0.012357,0.006583,0.002295,-999,0.015801,0.011127,0.005919
20020827,-0.011547,0.004335,-999,-0.000425,-0.009159,-0.008718,-0.033355,-0.002747,-999,-0.009778,-0.028399,-0.0204
20020828,-0.021878,-0.027338,-999,-0.02381,-0.016387,-0.019349,-0.02774,-0.01056,-999,-0.006284,-0.008038,-0.011614
20020829,0.000434,-0.002959,-999,-0.008711,0.000854,-0.007623,0.013918,-0.011137,-999,-0.014002,0.002578,0.009319
20020830,-0.003907,0.011375,-999,0.00659,0.002134,0.000904,-0.025395,0.007508,-999,-0.015117,-0.002939,0.000401
20020903,-0.038135,-0.02934,-999,-0.039721,-0.048978,-0.034763,-0.049296,-0.021891,-999,-0.027442,-0.041636,-0.035714
20020904,0.014273,0.00403,-999,-0.002273,0.018809,0.009822,0.031111,0.008095,-999,-0.006217,0.030757,0.018727
20020905,-0.008488,-0.027095,-999,0.001822,-0.014945,-0.017601,-0.033764,-0.000472,-999,-0.002887,-0.011563,-0.018382
20020906,0.013742,0.020114,-999,0.016371,0.015172,0.01273,0.033457,0,-999,0,0,0.031211
20020909,0.007333,0.014661,-999,-0.001342,0.015824,0.00838,0.010791,0.019849,-999,-0.00193,0.011321,0.013317
20020910,0.011471,0.005481,-999,0.021505,-0.006058,0.01108,0.017082,-0.000463,-999,-0.022727,0.003731,0.012346
20020911,-0.006216,0.005946,-999,-0.005263,-0.00566,0,0.005598,-0.001854,-999,0.00099,0.001859,0.000393
20020912,-0.018435,-0.019212,-999,-0.024691,-0.028021,-0.013699,-0.036882,-0.013005,-999,-0.025704,-0.018924,-0.024774
20020913,0.002459,-0.006027,-999,0.01085,0.007658,-0.024074,0.004335,0.005647,-999,0.014713,0.007564,0.010081
20020916,0.002453,-0.008085,-999,0.007156,-0.002235,0.009962,-0.016547,0.014506,-999,-0.0115,0,0.002794
20020917,-0.022917,-0.018849,-999,-0.032416,-0.021505,-0.020667,-0.012436,-0.025369,-999,-0.036419,-0.015015,-0.011147
20020918,-0.010019,-0.008307,-999,0.002754,-0.008242,-0.001439,-0.01037,0.000473,-999,0.033071,0.005716,0.001208
20020919,-0.025877,-0.02199,-999,-0.028375,-0.034626,-0.019693,-0.04491,-0.028855,-999,-0.020833,-0.033725,-0.034982
20020920,0.000332,0.019313,-999,0.007324,-0.004671,0.003778,0.005486,0.000099,-999,-0.023239,0.007809,0.01501
20020923,-0.00818,-0.018489,-999,-0.005642,0.000483,-0.012739,-0.031177,-0.003922,-999,-0.026358,-0.01171,-0.031237
20020924,-0.016137,-0.041981,-999,-0.028842,-0.019314,-0.02134,-0.01609,-0.01624,-999,-0.032597,-0.00079,-0.015698
20020925,0.024784,0.024719,-999,0.027264,0.019695,0.01927,0.03843,0.008004,-999,0.029697,0.028459,0.019828
20020926,0.01636,0.014254,-999,0.04218,0.028972,0.019403,-0.011811,0.022829,-999,0.039379,0.017679,0.024091
20020927,-0.03476,-0.028649,-999,-0.018645,-0.030971,-0.038067,-0.024701,-0.029597,-999,-0.017076,-0.037009,-0.029302
20020930,-0.011601,-0.015581,-999,-0.019462,0.000969,-0.00964,-0.033497,-0.0105,-999,0.013572,-0.004706,-0.036139
20021001,0.04805,0.062182,-999,0.031664,0.042574,0.043545,0.0541,0.029813,-999,0.016069,0.031127,0.02779
20021002,-0.029981,-0.045769,-999,-0.010994,-0.039907,-0.034364,-0.022454,-0.005397,-999,-0.030047,0.000764,-0.022318
20021003,-0.010102,-0.008924,-999,0.006484,-0.040116,-0.008134,-0.002461,-0.002467,-999,-0.005435,-0.003818,-0.004829
20021004,-0.018345,-0.01238,-999,-0.017027,-0.027694,-0.02614,-0.021382,-0.01088,-999,-0.045902,-0.03143,-0.012792
20021007,-0.020668,-0.02963,-999,-0.01264,-0.03159,-0.026842,-0.017647,-0.002,-999,-0.009164,-0.002374,-0.038874
20021008,0.01567,0.015854,-999,-0.010906,0.038503,0.007572,0,0.021042,-999,-0.037572,0.029353,0.029754
20021009,-0.028244,-0.038728,-999,-0.019655,-0.042224,-0.033816,-0.00941,-0.012758,-999,-0.085285,-0.010405,-0.036117
20021010,0.032394,0.045701,-999,0.023472,0.052688,0.034444,0.052677,0.004473,-999,0.06763,0.012461,0.017799
20021011,0.04378,0.040253,-999,0.016722,0.052605,0.046187,0.063167,0.011381,-999,0.01353,0.011923,0.04832
20021014,0.005585,-0.001658,-999,0.027726,0.007278,-0.005647,0.001543,0.016634,-999,-0.00182,0.026226,0.007902
20021015,0.048092,0.052602,-999,0.030178,0.071773,0.048529,0.063174,0.008662,-999,0.003039,0.017778,0.049652
20021016,-0.024239,-0.024724,-999,-0.015535,-0.017978,-0.024618,-0.054348,-0.020992,-999,-0.034545,0.002911,-0.017842
20021017,0.019873,0.028587,-999,0.02119,0.029748,0.031297,0.042146,0.004386,-999,0.016949,0.012337,0.010984
20021018,0.004192,-0.006293,-999,-0.000883,-0.000889,-0.001468,0.013235,0.011645,-999,0.008642,0.000358,0.01379
20021021,0.017261,0.034301,-999,0.004861,0.016459,0.030392,0.020319,0.02494,-999,0.058751,0.003225,0.022259
20021022,-0.007209,-0.023469,-999,-0.028144,-0.00919,-0.013796,-0.004267,-0.017314,-999,-0.012717,-0.018571,-0.005645
20021023,0.007596,-0.001567,-999,0.01629,0.000442,0.01013,0.027143,0,-999,0.01815,-0.00655,0.011354
